390,cZlXqWye06cOMXfwAAAD,0.00,1.47,-218.25,1
390,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-248.18,1
400,cZlXqWye06cOMXfwAAAD,0.00,0.13,-218.15,0
400,-tX7WPBVhnCSBh9tAAAF,0.00,17.47,-246.40,1
410,cZlXqWye06cOMXfwAAAD,0.00,0.00,-218.15,1
410,-tX7WPBVhnCSBh9tAAAF,0.00,16.13,-244.73,0
420,cZlXqWye06cOMXfwAAAD,0.00,0.00,-218.15,1
420,-tX7WPBVhnCSBh9tAAAF,0.00,14.80,-243.19,1
430,cZlXqWye06cOMXfwAAAD,0.00,0.00,-218.15,1
430,-tX7WPBVhnCSBh9tAAAF,0.00,13.33,-241.66,0
440,cZlXqWye06cOMXfwAAAD,1.00,1.25,-218.12,2
440,-tX7WPBVhnCSBh9tAAAF,0.00,12.00,-240.40,0
450,cZlXqWye06cOMXfwAAAD,1.00,5.42,-217.66,1
450,-tX7WPBVhnCSBh9tAAAF,0.00,10.53,-239.17,0
460,cZlXqWye06cOMXfwAAAD,1.00,9.58,-216.66,1
460,-tX7WPBVhnCSBh9tAAAF,0.00,9.20,-238.19,1
470,cZlXqWye06cOMXfwAAAD,1.00,13.75,-215.13,1
470,-tX7WPBVhnCSBh9tAAAF,0.00,7.87,-237.35,1
480,cZlXqWye06cOMXfwAAAD,1.00,17.92,-213.05,0
480,-tX7WPBVhnCSBh9tAAAF,0.00,6.53,-236.64,1
490,cZlXqWye06cOMXfwAAAD,1.00,18.00,-210.49,1
490,-tX7WPBVhnCSBh9tAAAF,0.00,5.07,-236.01,0
500,cZlXqWye06cOMXfwAAAD,1.00,18.00,-208.16,0
500,-tX7WPBVhnCSBh9tAAAF,0.00,3.60,-235.54,1
510,cZlXqWye06cOMXfwAAAD,1.00,18.00,-205.59,1
510,-tX7WPBVhnCSBh9tAAAF,0.00,2.27,-235.25,1
520,cZlXqWye06cOMXfwAAAD,1.00,18.00,-203.26,1
520,-tX7WPBVhnCSBh9tAAAF,0.00,0.93,-235.10,0
530,cZlXqWye06cOMXfwAAAD,1.00,18.00,-200.74,0
530,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-235.07,1
540,cZlXqWye06cOMXfwAAAD,1.00,18.00,-197.62,1
540,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-235.07,1
550,cZlXqWye06cOMXfwAAAD,1.00,18.00,-194.78,1
550,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-235.07,0
560,cZlXqWye06cOMXfwAAAD,1.00,18.00,-191.94,1
560,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-235.07,1
570,cZlXqWye06cOMXfwAAAD,0.00,17.87,-189.11,1
570,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-235.07,0
580,cZlXqWye06cOMXfwAAAD,0.00,16.53,-186.41,0
580,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-235.07,2
590,cZlXqWye06cOMXfwAAAD,0.00,15.20,-183.92,1
590,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-235.07,1
600,cZlXqWye06cOMXfwAAAD,0.00,13.73,-181.42,0
600,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-235.07,1
610,cZlXqWye06cOMXfwAAAD,0.00,12.27,-179.18,2
610,-tX7WPBVhnCSBh9tAAAF,1.00,2.92,-234.96,1
620,cZlXqWye06cOMXfwAAAD,0.00,10.93,-177.36,1
620,-tX7WPBVhnCSBh9tAAAF,1.00,7.08,-234.44,1
630,cZlXqWye06cOMXfwAAAD,0.00,9.47,-175.61,1
630,-tX7WPBVhnCSBh9tAAAF,1.00,11.25,-233.50,0
640,cZlXqWye06cOMXfwAAAD,0.00,8.13,-174.23,1
640,-tX7WPBVhnCSBh9tAAAF,1.00,15.42,-232.15,1
650,cZlXqWye06cOMXfwAAAD,0.00,6.80,-173.06,1
650,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-230.42,0
660,cZlXqWye06cOMXfwAAAD,0.00,5.33,-172.02,2
660,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-228.63,1
670,cZlXqWye06cOMXfwAAAD,0.00,3.87,-171.24,2
670,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-226.83,1
680,cZlXqWye06cOMXfwAAAD,0.00,2.53,-170.74,1
680,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-225.04,1
690,cZlXqWye06cOMXfwAAAD,0.00,1.20,-170.46,1
690,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-223.24,1
700,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,0
700,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-221.31,0
710,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,1
710,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-218.61,1
720,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,2
720,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-215.78,1
730,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,1
730,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-212.96,1
740,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,0
740,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-209.86,0
750,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,1
750,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-207.27,1
760,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,0
760,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-205.43,1
770,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,0
770,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-203.45,1
780,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,1
780,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-201.05,1
790,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,1
790,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-198.12,0
800,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,1
800,-tX7WPBVhnCSBh9tAAAF,0.00,16.67,-194.96,1
810,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,0
810,-tX7WPBVhnCSBh9tAAAF,0.00,15.33,-192.33,1
820,cZlXqWye06cOMXfwAAAD,0.00,0.00,-170.38,1
820,-tX7WPBVhnCSBh9tAAAF,0.00,13.73,-189.45,2
830,cZlXqWye06cOMXfwAAAD,1.00,2.92,-170.20,1
830,-tX7WPBVhnCSBh9tAAAF,0.00,12.27,-187.09,1
840,cZlXqWye06cOMXfwAAAD,1.00,7.08,-169.34,1
840,-tX7WPBVhnCSBh9tAAAF,0.00,10.93,-185.18,1
850,cZlXqWye06cOMXfwAAAD,1.00,11.67,-167.59,1
850,-tX7WPBVhnCSBh9tAAAF,0.00,9.47,-183.34,1
860,cZlXqWye06cOMXfwAAAD,1.00,15.83,-165.28,1
860,-tX7WPBVhnCSBh9tAAAF,0.00,8.13,-181.89,0
870,cZlXqWye06cOMXfwAAAD,1.00,18.00,-162.37,1
870,-tX7WPBVhnCSBh9tAAAF,0.00,6.80,-180.67,0
880,cZlXqWye06cOMXfwAAAD,1.00,18.00,-159.39,1
880,-tX7WPBVhnCSBh9tAAAF,0.00,5.33,-179.57,1
890,cZlXqWye06cOMXfwAAAD,1.00,18.00,-156.41,1
890,-tX7WPBVhnCSBh9tAAAF,0.00,4.00,-178.81,0
900,cZlXqWye06cOMXfwAAAD,1.00,18.00,-153.42,0
900,-tX7WPBVhnCSBh9tAAAF,0.00,2.67,-178.27,1
910,cZlXqWye06cOMXfwAAAD,1.00,18.00,-150.14,0
910,-tX7WPBVhnCSBh9tAAAF,0.00,1.33,-177.95,1
920,cZlXqWye06cOMXfwAAAD,1.00,18.00,-147.16,0
920,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,1
930,cZlXqWye06cOMXfwAAAD,1.00,18.00,-144.18,1
930,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,0
940,cZlXqWye06cOMXfwAAAD,1.00,18.00,-141.19,0
940,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,0
950,cZlXqWye06cOMXfwAAAD,1.00,18.00,-138.29,1
950,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,0
960,cZlXqWye06cOMXfwAAAD,1.00,18.00,-136.05,1
960,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,1
970,cZlXqWye06cOMXfwAAAD,1.00,18.00,-133.97,0
970,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,1
980,cZlXqWye06cOMXfwAAAD,1.00,18.00,-131.69,2
980,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,0
990,cZlXqWye06cOMXfwAAAD,1.00,18.00,-129.61,1
990,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,1
1000,cZlXqWye06cOMXfwAAAD,1.00,18.00,-127.81,1
1000,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,0
1010,cZlXqWye06cOMXfwAAAD,1.00,18.00,-126.45,1
1010,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,1
1020,cZlXqWye06cOMXfwAAAD,1.00,18.00,-125.08,1
1020,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,1
1030,cZlXqWye06cOMXfwAAAD,1.00,18.00,-123.58,2
1030,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,1
1040,cZlXqWye06cOMXfwAAAD,0.00,16.80,-122.12,1
1040,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,0
1050,cZlXqWye06cOMXfwAAAD,0.00,15.47,-120.90,1
1050,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,0
1060,cZlXqWye06cOMXfwAAAD,0.00,14.00,-119.68,0
1060,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-177.85,1
1070,cZlXqWye06cOMXfwAAAD,0.00,12.67,-118.67,1
1070,-tX7WPBVhnCSBh9tAAAF,1.00,0.42,-177.84,1
1080,cZlXqWye06cOMXfwAAAD,0.00,11.20,-117.68,1
1080,-tX7WPBVhnCSBh9tAAAF,1.00,4.58,-177.39,1
1090,cZlXqWye06cOMXfwAAAD,0.00,9.87,-116.88,1
1090,-tX7WPBVhnCSBh9tAAAF,1.00,8.75,-176.29,0
1100,cZlXqWye06cOMXfwAAAD,0.00,8.53,-116.19,1
1100,-tX7WPBVhnCSBh9tAAAF,1.00,13.33,-174.88,1
1110,cZlXqWye06cOMXfwAAAD,0.00,7.07,-115.55,1
1110,-tX7WPBVhnCSBh9tAAAF,1.00,17.50,-174.43,1
1120,cZlXqWye06cOMXfwAAAD,0.00,5.60,-115.02,0
1120,-tX7WPBVhnCSBh9tAAAF,0.00,17.73,-174.50,1
1130,cZlXqWye06cOMXfwAAAD,0.00,4.27,-114.65,0
1130,-tX7WPBVhnCSBh9tAAAF,0.00,16.40,-174.56,0
1140,cZlXqWye06cOMXfwAAAD,0.00,2.93,-114.38,1
1140,-tX7WPBVhnCSBh9tAAAF,0.00,15.07,-174.62,1
1150,cZlXqWye06cOMXfwAAAD,0.00,1.60,-114.22,1
1150,-tX7WPBVhnCSBh9tAAAF,0.00,13.73,-174.68,1
1160,cZlXqWye06cOMXfwAAAD,0.00,0.27,-114.15,0
1160,-tX7WPBVhnCSBh9tAAAF,0.00,12.40,-174.73,1
1170,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1170,-tX7WPBVhnCSBh9tAAAF,1.00,13.13,-174.78,1
1180,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1180,-tX7WPBVhnCSBh9tAAAF,1.00,17.72,-174.85,1
1190,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1190,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-174.91,0
1200,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1200,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-174.72,0
1210,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1210,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-173.21,0
1220,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,2
1220,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-171.30,1
1230,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1230,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-169.56,1
1240,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1240,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-167.82,1
1250,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1250,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-166.08,0
1260,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1260,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-164.34,1
1270,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1270,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-162.57,1
1280,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1280,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-161.76,1
1290,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1290,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-160.96,1
1300,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1300,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-160.17,1
1310,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1310,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-159.37,1
1320,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1320,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-158.58,1
1330,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1330,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-157.78,1
1340,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1340,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-156.82,1
1350,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1350,-tX7WPBVhnCSBh9tAAAF,0.00,17.87,-156.03,1
1360,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1360,-tX7WPBVhnCSBh9tAAAF,0.00,16.53,-155.84,1
1370,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,1
1370,-tX7WPBVhnCSBh9tAAAF,0.00,15.20,-156.20,0
1380,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1380,-tX7WPBVhnCSBh9tAAAF,0.00,13.87,-156.54,1
1390,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1390,-tX7WPBVhnCSBh9tAAAF,0.00,12.53,-156.84,0
1400,cZlXqWye06cOMXfwAAAD,0.00,0.00,-114.15,0
1400,-tX7WPBVhnCSBh9tAAAF,0.00,11.20,-157.12,1
1410,cZlXqWye06cOMXfwAAAD,1.00,4.17,-113.98,1
1410,-tX7WPBVhnCSBh9tAAAF,0.00,9.87,-157.36,1
1420,cZlXqWye06cOMXfwAAAD,1.00,9.17,-113.35,2
1420,-tX7WPBVhnCSBh9tAAAF,0.00,8.53,-157.57,1
1430,cZlXqWye06cOMXfwAAAD,1.00,14.17,-112.27,0
1430,-tX7WPBVhnCSBh9tAAAF,0.00,7.07,-157.77,1
1440,cZlXqWye06cOMXfwAAAD,1.00,18.00,-111.02,0
1440,-tX7WPBVhnCSBh9tAAAF,0.00,5.73,-157.92,1
1450,cZlXqWye06cOMXfwAAAD,1.00,18.00,-109.66,1
1450,-tX7WPBVhnCSBh9tAAAF,0.00,4.40,-158.03,0
1460,cZlXqWye06cOMXfwAAAD,1.00,18.00,-108.60,1
1460,-tX7WPBVhnCSBh9tAAAF,0.00,2.93,-158.12,2
1470,cZlXqWye06cOMXfwAAAD,1.00,18.00,-108.19,0
1470,-tX7WPBVhnCSBh9tAAAF,0.00,1.60,-158.18,1
1480,cZlXqWye06cOMXfwAAAD,1.00,18.00,-107.83,1
1480,-tX7WPBVhnCSBh9tAAAF,0.00,0.27,-158.20,1
1490,cZlXqWye06cOMXfwAAAD,1.00,18.00,-107.38,1
1490,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,0
1500,cZlXqWye06cOMXfwAAAD,1.00,18.00,-107.02,0
1500,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1510,cZlXqWye06cOMXfwAAAD,1.00,18.00,-106.61,1
1510,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1520,cZlXqWye06cOMXfwAAAD,1.00,18.00,-106.13,0
1520,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1530,cZlXqWye06cOMXfwAAAD,1.00,18.00,-105.77,1
1530,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,0
1540,cZlXqWye06cOMXfwAAAD,1.00,18.00,-105.40,0
1540,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1550,cZlXqWye06cOMXfwAAAD,1.00,18.00,-105.03,1
1550,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1560,cZlXqWye06cOMXfwAAAD,1.00,18.00,-104.63,0
1560,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,0
1570,cZlXqWye06cOMXfwAAAD,1.00,18.00,-104.26,0
1570,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1580,cZlXqWye06cOMXfwAAAD,1.00,18.00,-103.89,1
1580,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1590,cZlXqWye06cOMXfwAAAD,1.00,18.00,-103.47,0
1590,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1600,cZlXqWye06cOMXfwAAAD,1.00,18.00,-102.59,0
1600,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1610,cZlXqWye06cOMXfwAAAD,1.00,18.00,-101.76,0
1610,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,0
1620,cZlXqWye06cOMXfwAAAD,0.00,16.53,-101.54,1
1620,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,0
1630,cZlXqWye06cOMXfwAAAD,0.00,15.20,-101.37,0
1630,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1640,cZlXqWye06cOMXfwAAAD,0.00,13.87,-101.22,0
1640,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1650,cZlXqWye06cOMXfwAAAD,0.00,12.40,-101.06,0
1650,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1660,cZlXqWye06cOMXfwAAAD,0.00,11.07,-100.94,0
1660,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1670,cZlXqWye06cOMXfwAAAD,0.00,9.73,-100.83,0
1670,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1680,cZlXqWye06cOMXfwAAAD,0.00,8.13,-100.71,0
1680,-tX7WPBVhnCSBh9tAAAF,0.00,0.00,-158.20,1
1690,cZlXqWye06cOMXfwAAAD,0.00,6.80,-100.63,1
1690,-tX7WPBVhnCSBh9tAAAF,1.00,1.25,-158.20,1
1700,cZlXqWye06cOMXfwAAAD,0.00,5.47,-100.57,1
1700,-tX7WPBVhnCSBh9tAAAF,1.00,5.42,-158.28,0
1710,cZlXqWye06cOMXfwAAAD,0.00,4.13,-100.52,1
1710,-tX7WPBVhnCSBh9tAAAF,1.00,9.58,-158.46,1
1720,cZlXqWye06cOMXfwAAAD,0.00,2.80,-100.48,1
1720,-tX7WPBVhnCSBh9tAAAF,1.00,13.75,-158.74,1
1730,cZlXqWye06cOMXfwAAAD,0.00,1.47,-100.46,1
1730,-tX7WPBVhnCSBh9tAAAF,1.00,17.92,-159.11,1
1740,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,1
1740,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-159.57,0
1750,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,1
1750,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-159.99,0
1760,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,0
1760,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-160.40,1
1770,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,1
1770,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-160.87,0
1780,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,0
1780,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-162.44,1
1790,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,1
1790,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-164.16,0
1800,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,0
1800,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-165.72,1
1810,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,0
1810,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-167.44,1
1820,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,1
1820,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-169.16,1
1830,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,2
1830,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-170.72,1
1840,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,1
1840,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-172.28,0
1850,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,1
1850,-tX7WPBVhnCSBh9tAAAF,1.00,18.00,-173.85,0
1860,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,0
1860,-tX7WPBVhnCSBh9tAAAF,0.00,17.60,-175.40,0
1870,cZlXqWye06cOMXfwAAAD,0.00,0.00,-100.45,2
